"DateTime","Players","Players Trend","Twitch Viewers"
"2022-06-04 20:40:00",150707,208717.8672705614,88421
"2022-06-04 20:50:00",150096,208689.55959758724,88497
"2022-06-04 21:00:00",148277,208656.63916432552,85498
"2022-06-04 21:10:00",145945,208621.35217319458,83936
"2022-06-04 21:20:00",143929,208586.22880515625,82167
"2022-06-04 21:30:00",142085,208552.15998044406,85296
"2022-06-04 21:40:00",140174,208516.2039263483,83926
"2022-06-04 21:50:00",138170,208484.7178772104,81742
"2022-06-04 22:00:00",135643,208456.36960144335,82467
"2022-06-04 22:10:00",133183,208432.65680603767,82228
"2022-06-04 22:20:00",130959,208409.9398894123,83004
"2022-06-04 22:30:00",128963,208388.36593813702,83467
"2022-06-04 22:40:00",127230,208367.39097876393,84971
"2022-06-04 22:50:00",125467,208345.88427876943,83171
"2022-06-04 23:00:00",123944,208325.29870407103,84139
"2022-06-04 23:10:00",122211,208301.53931512704,88733
"2022-06-04 23:20:00",121733,208272.61816917322,89681
"2022-06-04 23:30:00",121642,208240.2790275713,86949
"2022-06-04 23:40:00",121344,208204.3856834959,86299
"2022-06-04 23:50:00",121349,208168.7467877211,81835
"2022-06-05 00:00:00",121107,208130.19755687774,77422
"2022-06-05 00:10:00",121858,208092.32724274232,80202
"2022-06-05 00:20:00",122904,208056.3207321105,81484
"2022-06-05 00:30:00",123727,208019.58215928506,82015
"2022-06-05 00:40:00",125015,207983.3754544705,80219
"2022-06-05 00:50:00",127248,207949.61039841908,80773
"2022-06-05 01:00:00",129387,207893.25963339405,84873
"2022-06-05 01:10:00",132658,207850.41415675107,83610
"2022-06-05 01:20:00",136572,207801.35433881462,84162
"2022-06-05 01:30:00",140845,207747.93068983103,85874
"2022-06-05 01:40:00",145356,207682.01295584766,87691
"2022-06-05 01:50:00",149534,207600.58391175023,87388
"2022-06-05 02:00:00",154325,207509.8251769681,85077
"2022-06-05 02:10:00",159060,207398.17612446987,89390
"2022-06-05 02:20:00",163784,207270.95930769027,104503
"2022-06-05 02:30:00",168270,207130.91399493205,109291
"2022-06-05 02:40:00",172782,206977.76327948557,110250
"2022-06-05 02:50:00",177166,206814.92557703966,112629
"2022-06-05 03:00:00",179961,206636.7484713271,113124
"2022-06-05 03:10:00",182658,206447.56022420543,115016
"2022-06-05 03:20:00",184469,206245.64134371732,109683
"2022-06-05 03:30:00",185660,206035.89857048428,108886
"2022-06-05 03:40:00",186508,205819.3665337686,107591
"2022-06-05 03:50:00",188032,205600.78905001932,107165
"2022-06-05 04:00:00",189620,205373.88396890328,108119
"2022-06-05 04:10:00",192568,205138.18022503174,111480
"2022-06-05 04:20:00",195663,204888.02460681432,113922
"2022-06-05 04:30:00",199581,204630.14209772492,115812
"2022-06-05 04:40:00",203952,204361.81958904865,116056
"2022-06-05 04:50:00",208092,204080.70101704952,117530
"2022-06-05 05:00:00",212844,203784.20239423236,118359
"2022-06-05 05:10:00",218095,203465.07498071945,117254
"2022-06-05 05:20:00",222620,203118.26621288495,104908
"2022-06-05 05:30:00",227166,202751.98164559578,105744
